Issue Type,Issue key,Issue id,Summary,Status,Outward issue link (Blocking),Outward issue link (Blocking),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Description,Custom field (Parent Link)
Requirement,DMFDREQ-961,81337,COM-COM COM 2 Selected for Tuning,In Requirement Review,,,,,,,,MFD-240,,,,,"The COM-COM Page shall display the COM 2 Standby Frequency with a white background when selected for tuning.

!image-2021-06-30-08-13-35-944.png!",
Requirement,DMFDREQ-944,81320,COM - COM 1 Selected for Tuning,In Requirement Review,,,,,,,,MFD-231,,,,,"The COM-COM Page shall display the COM 1 Standby Frequency with a white background when selected for tuning.

!image-2021-06-30-08-12-49-011.png!",
Requirement,DMFDREQ-1886,82818,COM-COM COM 2 Squelch Test Control,In Requirement Review,,,,,,,,DMFDREQ-1885,APRD-1634,,,,The COM-COM Page shall request a COM 2 squelch test when the R4 button is pressed while the COM 2 menu is active.,
Requirement,DMFDREQ-1186,81562,PLAN W&B Checksum of SS2 Landing Performance File Color,Changed Requirement,,,,,,,,MFD-3832,,,,,"The PLAN W&B page shall indicate a checksum mismatch of the landing performance file using the following colors:
||Text Color||Back Color||Condition||Screenshot||
|White|Black|Checksums are the same for all MFDs|!image-2026-07-06-16-05-46-735.png!|
|Yellow|Black|Checksums are mismatched between one or more of the MFDs|!image-2026-07-06-16-05-19-335.png!|
|N/A|Red|The file does not exist|!image-2026-07-06-16-04-50-575.png!|",
Requirement,DMFDREQ-770,81146,COM-COM COM 2 Menu Unavailable,In Requirement Review,,,,,,,,MFD-1577,APRD-1624,APRD-1626,,,"The COM-COM page for COM 2 MENU (R5) softkey shall display a red box with COM 2 when the COM 2 volume data is invalid.

!image-2021-07-29-08-03-35-859.png!",
Requirement,DMFDREQ-769,81145,COM-COM COM 1 Menu Unavailable,In Requirement Review,,,,,,,,MFD-1576,APRD-1624,APRD-1626,,,"The COM-COM page for COM 1 MENU (R4) softkey shall display a red box with COM 1 when the COM 1 volume data is  invalid.

!image-2021-07-29-08-05-17-620.png!",
Requirement,DMFDREQ-761,81137, COM 1 Frequency Unavailable,In Requirement Review,,,,,,,,MFD-1565,APRD-1624,,,,"The COM Radio Panel shall display a red box with COM 1 text if the COM 1 frequency is unavailable or invalid.

!image-2021-07-29-08-33-55-297.png!",
Requirement,DMFDREQ-762,81138,COM 2 Frequency Unavailable,In Requirement Review,,,,,,,,MFD-1568,APRD-1624,,,,"The COM Radio Panel shall display a red box with COM 2 text if the COM 2 frequency is unavailable or invalid.

!image-2021-07-29-08-31-47-970.png!!image-2021-07-29-08-31-55-278.png!",
Requirement,DMFDREQ-2258,115174,PLAN INS Checksum of SS2 Magnetic Model File,New Requirement,,,,,,,,,,,,,The PLAN INS page shall display the most significant 4 bytes (8 hexadecimal digits) of the MD5 checksum of the magnetic model file.,
Requirement,DMFDREQ-1073,81449,PLAN W&B Checksum of SS2 Landing Performance File,In Requirement Review,,,,,,,,MFD-3172,,,,,The PLAN W&B page shall display the most significant 4 bytes (8 hexadecimal digits) of the MD5 checksum of the landing performance file.,
Requirement,DMFDREQ-663,81039,XPONDER NO COMM CAS Message,In Requirement Review,,,,,,,,MFD-1381,,,,,"MFD shall annunciate ""XPONDER NO COMM"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Stopped receiving packets from transponder|5.0|0.5|YES|ENET FAIL|

Where transponder data goes stale after 5 seconds of no data.",
Requirement,DMFDREQ-2146,85679,COM CABCTRL FAULT,In Requirement Review,,,,,,,,DMFDREQ-760,APRD-1595,,DMFDREQ-576,,"The COM Vehicle State Panel shall display a red X for the following parameters when CABCTRL FAULT CAS is annunciated: ALT, RATE, Delta P.

!image-2025-07-30-15-49-38-280.png!",
Requirement,DMFDREQ-766,81142,COM-COM Formatting,In Requirement Review,,,,,,,,MFD-1571,APRD-1611,,,,"The COM-COM page shall be formatted as shown.

!image-2025-06-16-09-44-19-819.png!",
Requirement,DMFDREQ-990,81366,Vehicle Track Calculation,In Requirement Review,,,,,,,,MFD-2772,ASP-201,ASP-200,,,"The MFD shall calculate the Vehicle Track in degrees using the following table:

 

 
||Selected INS||Velocity Vector (as calculated in DMFDREQ-991)||Vehicle Track||
|Left|< 10 knots|Left INS Azimuth|
|Left|>= 10 knots|atan2( Left INS North Velocity, Left INS East Velocity)|
|Right|< 10 knots|Right INS Azimuth|
|Right|>= 10 knots|atan2( Right INS North Velocity, Right INS East Velocity)|

 

 ",
Requirement,DMFDREQ-991,81367,Vehicle Velocity Vector Calculation,New Requirement,,,,,,,,MFD-2773,ASP-201,,,,"The Velocity Vector of the vehicle shall be calculated as:
h1. √(x² + y² + z²)

 

Where:

x = INS East velocity

y = INS North velocity

z = INS Up velocity",
Requirement,DMFDREQ-985,81361,COM Transponder Mode,In Requirement Review,,,,,,,,MFD-260,APRD-1609,,DMFDREQ-1888,,"The COM Radio Panel shall display the Transponder Mode below the Code as ALT, ON, GND, STBY.

!image-2021-06-30-15-31-29-685.png!",
Requirement,DMFDREQ-146,73683,Automatic Zoom Mode,New Requirement,,,,,,,,,,,,,"The Scaled Map shall calculate the automatic zoom level based on the active waypoint.
If no active waypoint, then the map shall zoom to 40NM.
If active waypoint, calculate zoom level as follows:
If the waypoint is not currently visible in the display, zoom out from current zoom level
Else if the waypoint would still be visible if the zoomed in one level, then zoom in from the current zoom level
Else leave the zoom level as-is",
Requirement,DMFDREQ-27,73564,Active Waypoint Display,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the active flight plan waypoint as a Red pinwheel (RGBA 170, 0,  0, 255 and RGBA 255, 0, 0, 255) as shown in the attached image.",
Requirement,DMFDREQ-28,73565,Inactive Waypoint Display,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the inactive flight plan waypoints as a Gray pinwheel (RGBA 170, 170, 170, 255 and RGBA 255, 255, 255, 255) as shown in the attached image.",
Requirement,DMFDREQ-185,73722,Map Active Waypoint Drawing,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the active flight plan waypoint as a pinwheel with vertices of each triangle (x,y):
RGBA 170, 0, 0, 255:
{0.0, 0.0}, {1.0 / 3.0, 1.0 / 3.0}, {0.0, 1.0}
{0.0, 0.0}, {1.0 / 3.0, -1.0 / 3.0}, {1.0, 0.0}
{0.0, 0.0}, {-1.0 / 3.0, -1.0 / 3.0}, {0.0, -1.0}
{0.0, 0.0}, {-1.0 / 3.0, 1.0 / 3.0}, {-1.0, 0.0}

RGBA 255, 0, 0, 255
{0.0, 0.0}, {-1.0 / 3.0, 1.0 / 3.0}, {0.0, 1.0}
{0.0, 0.0}, {1.0 / 3.0, 1.0 / 3.0}, {1.0, 0.0}
{0.0, 0.0}, {1.0 / 3.0, -1.0 / 3.0}, {0.0, -1.0}
 {0.0, 0.0}, {-1.0 / 3.0, -1.0 / 3.0}, {-1.0, 0.0}",
Requirement,DMFDREQ-186,73723,Map Inactive Waypoint Drawing,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the inactive flight plan waypoints as a pinwheel with vertices of each triangle (x,y):
RGBA 170, 170, 170, 255:
{0.0, 0.0}, {1.0 / 3.0, 1.0 / 3.0}, {0.0, 1.0}
{0.0, 0.0}, {1.0 / 3.0, -1.0 / 3.0}, {1.0, 0.0}
{0.0, 0.0}, {-1.0 / 3.0, -1.0 / 3.0}, {0.0, -1.0}
{0.0, 0.0}, {-1.0 / 3.0, 1.0 / 3.0}, {-1.0, 0.0}

RGBA 255, 255, 255, 255:
{0.0, 0.0}, {-1.0 / 3.0, 1.0 / 3.0}, {0.0, 1.0}
{0.0, 0.0}, {1.0 / 3.0, 1.0 / 3.0}, {1.0, 0.0}
{0.0, 0.0}, {1.0 / 3.0, -1.0 / 3.0}, {0.0, -1.0}
 {0.0, 0.0}, {-1.0 / 3.0, -1.0 / 3.0}, {-1.0, 0.0}",
Requirement,DMFDREQ-171,73708,Navaids Display - Zoom Range,New Requirement,,,,,,,,,,,,,The Scaled Map shall draw the navaids symbols in AUTO mode when the zoom level is <= 100NM.,
Requirement,DMFDREQ-172,73709,Navaids Display -  Zoom Behavior,New Requirement,,,,,,,,,,,,,The Scaled Map shall draw the navaids symbols the same size and shape regardless of map zoom level.,
Requirement,DMFDREQ-22,73559,Navaids Display - Type T,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the Very High Frequency Omnidirectional Range (VOR) stations, Type T, as a Blue (RGBA 0, 0, 255, 255) line icon with center dot as shown in the attached image.",
Requirement,DMFDREQ-23,73560,Navaids Display - Type D,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the Very High Frequency Omnidirectional Range (VOR) stations, Type D, as a Blue (RGBA 0, 0, 255, 255) line icon with center dot as shown in the attached image.",
Requirement,DMFDREQ-24,73561,Navaids Display,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the Very High Frequency Omnidirectional Range (VOR) stations without a type as a Blue (RGBA 0, 0, 255, 255) line icon with center dot  as shown in the attached image.",
Requirement,DMFDREQ-182,73719,Map VHF Type T Drawing,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the Very High Frequency Omnidirectional Range (VOR) stations, Type T, as a line icon with vertices (x,y):
{0.625000, 0.577350}, {0.812500, 0.252591},
{0.250000, -0.721688}, {-0.250000, -0.721688},
{-0.812500, 0.252591}, {-0.625000, 0.577350}",
Requirement,DMFDREQ-183,73720,Map VHF Type D Drawing,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the Very High Frequency Omnidirectional Range (VOR) stations, Type D, as a line icon with center dot with vertices of the two overlapping shapes (x,y):
{0.57735f, 1.0f}, {1.15470f, 0.0f},
{0.57735f, -1.0f}, {-0.57735f, -1.0f},
{-1.15470f, 0.0f}, {-0.57735f, 1.0f}

{1.15470f, 1.0f}, {1.15470f, -1.0f}, 
{-1.15470f, -1.0f}, {-1.15470f, 1.0f}",
Requirement,DMFDREQ-184,73721,Map VHF Drawing,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the Very High Frequency Omnidirectional Range (VOR) stations without a type as a line icon with center dot  with vertices (x,y):
{0.57735f, 1.0f}, {1.15470f, 0.0f},
{0.57735f, -1.0f}, {-0.57735f, -1.0f},
{-1.15470f, 0.0f}, {-0.57735f, 1.0f}",
Requirement,DMFDREQ-11,73548,Restricted Airspace Display - Type Y,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type Y, as solid 4.0pt lines in Cyan (RGBA 0, 255, 255, 255).",
Requirement,DMFDREQ-12,73549,Restricted Airspace Display - Type Z,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type Z, as solid 4.0pt lines in Magenta  (RGBA 255, 127, 255, 255).",
Requirement,DMFDREQ-13,73550,Restricted Airspace Display - Type A,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type A, as solid 2.0pt lines in Green (RGBA 0, 255, 0, 255).",
Requirement,DMFDREQ-14,73551,Restricted Airspace Display - Type R,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type R, as solid 2.0pt lines in Green (RGBA 0, 255, 0, 255).",
Requirement,DMFDREQ-15,73552,Restricted Airspace Display - Type P,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type P, as solid 2.0pt lines in Green (RGBA 0, 255, 0, 255).",
Requirement,DMFDREQ-16,73553,Restricted Airspace Display - Type W,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type W, as solid 2.0pt lines in Green (RGBA 0, 255, 0, 255).",
Requirement,DMFDREQ-17,73554,Restricted Airspace Display - Type M,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type M, as solid 2.0pt lines in Green (RGBA 0, 255, 0, 255).",
Requirement,DMFDREQ-18,73555,Restricted Airspace Display - Type Q,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type Q, as solid 1.0pt lines in White (RGBA 255, 255, 255, 255).",
Requirement,DMFDREQ-19,73556,Restricted Airspace Display - Type X,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type X, as solid 2.0pt lines in Red (RGBA 255, 0, 0, 255).",
Requirement,DMFDREQ-20,73557,Restricted Airspace Display - Type D,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type D, as solid 2.0pt lines in Yellow (RGBA 255, 255, 0, 255).",
Requirement,DMFDREQ-21,73558,Restricted Airspace Display - Default,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, of a type not covered by a specific requirement, as solid 2.0pt lines in Green (RGBA 0, 255, 0, 255).",
Requirement,DMFDREQ-160,73697,Restricted Airspace Display - Type Y - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type Y, in AUTO mode when the zoom level is <= 100NM.",
Requirement,DMFDREQ-161,73698,Restricted Airspace Display - Type Z - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type Z, in AUTO mode when the zoom level is <= 100NM.",
Requirement,DMFDREQ-162,73699,Restricted Airspace Display - Type A - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type A, AUTO mode when the zoom level is <= 100NM.",
Requirement,DMFDREQ-163,73700,Restricted Airspace Display - Type R - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type R, in AUTO mode when the zoom level is <= 200NM.",
Requirement,DMFDREQ-164,73701,Restricted Airspace Display - Type P - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type P, in AUTO mode when the zoom level is <= 200NM.",
Requirement,DMFDREQ-165,73702,Restricted Airspace Display - Type W - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type W, in AUTO mode when the zoom level is <= 100NM.",
Requirement,DMFDREQ-166,73703,Restricted Airspace Display - Type M - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type M, in AUTO mode when the zoom level is <= 100NM.",
Requirement,DMFDREQ-167,73704,Restricted Airspace Display - Type Q - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type Q, regardless of zoom level or draw mode (ON, OFF, AUTO).",
Requirement,DMFDREQ-168,73705,Restricted Airspace Display - Type X - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type X, regardless of zoom level or draw mode (ON, OFF, AUTO).",
Requirement,DMFDREQ-169,73706,Restricted Airspace Display - Type D - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, Type D, regardless of zoom level or draw mode (ON, OFF, AUTO).",
Requirement,DMFDREQ-170,73707,Restricted Airspace Display - Default - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Restricted Airspaces, of a type not covered by a specific requirement, in AUTO mode when the zoom level is <= 200NM.",
Requirement,DMFDREQ-6,73543,Controlled Airspace Display - Type B,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, Type B, as solid lines (2.0pt) in Cyan (RGBA 0, 255, 255, 255).",
Requirement,DMFDREQ-7,73544,Controlled Airspace Display - Type C,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, Type C, as solid lines (2.0pt) in Light Purple (RGBA 255, 128, 255, 255).",
Requirement,DMFDREQ-8,73545,Controlled Airspace Display - Type D,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, Type D, as stippled lines (2.0pt) in Blue (RGBA 0, 0, 255, 255).",
Requirement,DMFDREQ-10,73547,Controlled Airspace Display - Default,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, of a type not covered by a specific requirement, as solid lines (2.0pt) in  Green (RGBA 0, 255, 0, 255).",
Requirement,DMFDREQ-156,73693,Controlled Airspace Display - Type B - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, Type B, in AUTO mode when the zoom level is <= 200NM.",
Requirement,DMFDREQ-157,73694,Controlled Airspace Display - Type C - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, Type C, in AUTO mode when the zoom level is <= 200NM.",
Requirement,DMFDREQ-158,73695,Controlled Airspace Display - Type D - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, Type D, in AUTO mode when the zoom level is <= 100NM.",
Requirement,DMFDREQ-159,73696,Controlled Airspace Display - Type E - Zoom range,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw Controlled Airspaces, Type E, in AUTO mode when the zoom level is <= 50NM.",
Requirement,DMFDREQ-173,73710,Glide Footprint Display,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the Glide Footprint overlay as a Cyan (RGBA 0, 255, 255, 255), 2.0pt solid line.",
Requirement,DMFDREQ-26,73563,Flight Plan Display,New Requirement,,,,,,,,,,,,,The Scaled Map shall draw the flight plan course and waypoint information that falls within the specified radius (Nautical Miles) of the current vehicle position in Latitude and Longitude.,
Requirement,DMFDREQ-29,73566,Past Course Lines Display,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the flight plan lines between waypoints that have already past as White (RGBA 255, 255, 255, 255) thin lines (2.0pt)",
Requirement,DMFDREQ-30,73567,Active Course Lines Display,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the active flight plan line, between the previous waypoint and active waypoint, as a Magenta (RGBA 255, 0, 255, 255) thick line (4.0pt)",
Requirement,DMFDREQ-31,73568,Future Course Lines Display - No Discontinuity,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the flight plan lines between upcoming waypoints as White (RGBA 255, 255, 255, 255) thick lines (4.0pt), if there is no discontinuity after the active waypoint.",
Requirement,DMFDREQ-32,73569,Future Course Lines Display - Discontinuity,New Requirement,,,,,,,,,,,,,"The Scaled Map shall draw the flight plan lines between upcoming waypoints as White (RGBA 255, 255, 255, 255) thin lines (2.0pt), if there is a discontinuity after the active waypoint.",
Requirement,DMFDREQ-33,73570,Course Line Shape - Track,New Requirement,,,,,,,,,,,,,The Scaled Map shall draw the flight plan lines that are of type 'Track' as a straight line between the previous and current waypoint.,
Requirement,DMFDREQ-34,73571,Course Line Shape - Radius/Arc,New Requirement,,,,,,,,,,,,,The Scaled Map shall draw the flight plan lines that are of type 'Radius' or 'Arc' as a clockwise great circle/arc between the previous and current waypoint.,
Requirement,DMFDREQ-35,73572,Course Line Shape - Course,New Requirement,,,,,,,,,,,,,The Scaled Map shall draw the flight plan lines that are of type 'Course' as a 20NM line fromthe current waypoint along a bearing.,
Requirement,DMFDREQ-1614,81991,BMS R NO COMM CAS Message,In Requirement Review,,,,,,,,MFD-900,,,,,"The MFD shall annunciate ""BMS R NO COMM"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Right BMS communication failure|5.0|0.50|YES|ENET FAIL|",
Requirement,DMFDREQ-1611,81988,BMS L NO COMM CAS Message,In Requirement Review,,,,,,,,MFD-899,,,,,"The MFD shall annunciate ""BMS L NO COMM"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Caution|Left BMS communication failure|5.0|0.50|YES|ENET FAIL|",
Requirement,DMFDREQ-1572,81949,FPT TEMP HIGH CAS Message,In Requirement Review,,,,,,,,MFD-832,,,,,"MFD shall annunciate ""FPT TEMP HIGH"" CAS message for these conditions:
||CAS Level||Condition||Throw Time||Dwell Time||Suppressed During Boost||Suppressed By||
|Warning|Forward helium pressurant tank temperature greater than +55°C|0.0|0.5|YES| |",
